Supplementary Data VII. Full ancient genomes dataset																					
Sample details for all ancient genomes imputed and analysed in this study, including published data (publication source in column 'Data source')																					
																					
Age (upper), Age (lower), Age average, Dating: radiocarbon date ranges (upper and lower bounds) for 95%CI and mean; dating source (direct date or context)																					
Y haplogroup major & Y haplogroup derived: Y-chromosomal haplogroup - major clade and derived subclade (where relevant) 																					
Coverage: Autosomal genome gepth of coverage (x)																					
Average GP: average genotype probability for called and imputed genotypes																					
Flag: flags used to mark samples in analyses (low coverage; low GP; close relationship to other sample; 0=no flag - see Methods)																					
IBD clustering: labels used for IBD clustering analysis (see Supplementary Note 3f)																					
																		IBD clustering			
Individual ID	Site	Country	Region	Group label	Latitude	Longitude	Data source	Age (upper)	Age (lower)	Age average	Dating	Sex	Y haplogroup (major)	Y haplogroup (derived)	Coverage	Average GP	Flag	Cluster ID	Cluster fine	Cluster global	Cluster group
BR2	Ludas-Varju-Dulo	Hungary	CentralEasternEurope	Hungary_BronzeAge_Kyjatice	47.82	19.95	Gamba_NatureCommunications_2014	3,220	3,060	3,140	direct	XY	J2a	J2a1a1a2b2a3b1a	18.27	0.999	0	1.3.1.3.2.2	EuropeE_4000BP_2500BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
Chan	Chan do Lindeiro	Spain	SouthernEurope	Iberia_Mesolithic	42.73	-7.03	GonzalesFortes_CurrentBiology_2017	9,255	9,007	9,131	direct	XX			5.01	0.997	0	4.2.2.2.2.1	Iberia_9000BP_7000BP	Europe_15000BP_4000BP	HG_EuropeW
Canes1	Canes	Spain	SouthernEurope	Iberia_Mesolithic	43.36	-4.72	GonzalesFortes_CurrentBiology_2017	7,245	6,985	7,115	direct	XX			1.65	0.994	0	4.2.2.2.1.1	Iberia_9000BP_7000BP	Europe_15000BP_4000BP	HG_EuropeW
OC1	Ostrovul Corbului	Romania	CentralEasternEurope	Romania_Mesolithic	44.63	22.61	GonzalesFortes_CurrentBiology_2017	8,972	8,435	8,704	direct	XY	R1b	R1b1a	1.79	0.994	0	4.2.3.3.2	Romania_8800BP	Europe_15000BP_4000BP	HG_EuropeW
SC2	Schela Cladovei	Romania	CentralEasternEurope	Romania_Mesolithic	44.63	22.61	GonzalesFortes_CurrentBiology_2017	9,200	8,450	8,825	context	XY	R1b	R1b1a	2.73	0.995	0	4.2.3.3.4	Romania_8800BP	Europe_15000BP_4000BP	HG_EuropeW
SC1	Schela Cladovei	Romania	CentralEasternEurope	Romania_Mesolithic	44.63	22.61	GonzalesFortes_CurrentBiology_2017	9,075	8,553	8,814	direct	XY	R1b	R1b1a	1.07	0.993	0	4.2.3.3.3	Romania_8800BP	Europe_15000BP_4000BP	HG_EuropeW
GB1	Gura Baciului	Romania	CentralEasternEurope	Romania_Neolithic	44.52	22.72	GonzalesFortes_CurrentBiology_2017	5,456	5,299	5,378	direct	XX			3.82	0.997	0	4.2.3.1.2	EuropeE_8600BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
LD1174	Lucena, Sima del Angel	Spain	SouthernEurope	Iberia_Neolithic	37.41	-4.42	GonzalesFortes_ProcRoyalSocB_2019	6,470	6,360	6,415	direct	XX			3.56	0.997	0	2.2.1.1.1.1.8	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
COV20126	Lucena, Covacha del Angel	Spain	SouthernEurope	Iberia_Neolithic	37.41	-4.42	GonzalesFortes_ProcRoyalSocB_2019	5,647	5,529	5,588	direct	XY	I2a	I2a1b	0.30	0.990	0	2.2.1.2.2.3	EuropeSW_6000BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
LU339	Lorga de Din	Portugal	SouthernEurope	Iberia_Neolithic	41.71	-6.93	GonzalesFortes_ProcRoyalSocB_2019	6,815	6,780	6,798	direct	XY	I2a	I2a1a2	4.60	0.997	0	2.2.1.1.1.1.10	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
LD270	Lorga de Din	Portugal	SouthernEurope	Iberia_Neolithic	41.71	-6.93	GonzalesFortes_ProcRoyalSocB_2019	6,464	6,208	6,336	direct	XY	H	H	4.06	0.997	0	2.2.1.1.1.1.9	Iberia_7300BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
sf9	Stora Förvar	Sweden	NorthernEurope	Sweden_Mesolithic	57.47	18.49	Gunther_PLoSBiology_2018	9,300	8,988	9,144	direct	XX			0.65	0.991	0	4.1.2.1.2	Sweden_10000BP_7500BP	Europe_15000BP_4000BP	HG_EuropeE
sf12	Stora Förvar	Sweden	NorthernEurope	Sweden_Mesolithic	57.47	18.49	Gunther_PLoSBiology_2018	9,033	8,757	8,895	direct	XX			58.87	1.000	0	4.1.2.1.2	Sweden_10000BP_7500BP	Europe_15000BP_4000BP	HG_EuropeE
sf11	Stora Förvar	Sweden	NorthernEurope	Sweden_Mesolithic	57.47	18.49	Gunther_PLoSBiology_2018	9,023	8,760	8,892	direct	XY	I1	I1	0.11	0.974	lowGpAvg				
sbj001	Stora Bjers	Sweden	NorthernEurope	Sweden_Mesolithic	57.29	17.97	Gunther_PLoSBiology_2018	8,963	8,579	8,771	direct	XY	I2	I2	0.44	0.990	0	4.1.2.1.6	Sweden_10000BP_7500BP	Europe_15000BP_4000BP	HG_EuropeE
H22	Hummervikholmen	Norway	NorthernEurope	Norway_Mesolithic	58.064	7.743	Gunther_PLoSBiology_2018	9,452	9,275	9,364	direct	XX			0.72	0.989	0	4.1.2.2.4	Norway_9300BP_4300BP	Europe_15000BP_4000BP	HG_EuropeE
H26	Hummervikholmen	Norway	NorthernEurope	Norway_Mesolithic	58.064	7.743	Gunther_PLoSBiology_2018	9,452	9,275	9,364	direct	XY	I2	I2	4.21	0.996	0	4.1.2.2.1	Norway_9300BP_4300BP	Europe_15000BP_4000BP	HG_EuropeE
stg001	Steigen	Norway	NorthernEurope	Norway_Neolithic	67.76	14.85	Gunther_PLoSBiology_2018	5,950	5,764	5,857	direct	XY	I2a	I2a1a2	1.29	0.995	0	4.1.2.2.2	Norway_9300BP_4300BP	Europe_15000BP_4000BP	HG_EuropeE
atp9	El Portalon Cave, Sierra de Atapuerca	Spain	SouthernEurope	Iberia_BronzeAge	42.35	-3.52	Gunther_PNAS_2015	3,700	3,568	3,634	direct	XX			0.42	0.991	0	2.2.1.2.2.2	EuropeSW_6000BP_3500BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeW_late
ERS1790733	Tell el-Burak, Sidon	Lebanon	WesternAsia	Lebanon_BronzeAge_Canaanite	33.56	35.4	Haber_AJHG_2017	3,900	3,640	3,770	direct	XY	J1a	J1a2a1a2	1.19	0.992	0	2.1.1.3.1.1.1	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS1790729	Tell el-Burak, Sidon	Lebanon	WesternAsia	Lebanon_BronzeAge_Canaanite	33.56	35.4	Haber_AJHG_2017	3,850	3,650	3,750	context	XX			0.40	0.989	0	2.1.1.3.2.1.2	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS1790731	Tell el-Burak, Sidon	Lebanon	WesternAsia	Lebanon_BronzeAge_Canaanite	33.56	35.4	Haber_AJHG_2017	3,850	3,650	3,750	context	XX			2.12	0.993	0	2.1.1.3.2.2.1	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS1790730	Tell el-Burak, Sidon	Lebanon	WesternAsia	Lebanon_BronzeAge_Canaanite	33.56	35.4	Haber_AJHG_2017	3,750	3,550	3,650	context	XX			1.22	0.992	0	2.1.1.3.2.2.1	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS1790732	Tell el-Burak, Sidon	Lebanon	WesternAsia	Lebanon_BronzeAge_Canaanite	33.56	35.4	Haber_AJHG_2017	3,750	3,550	3,650	context	XY	J2b	J2b1	1.83	0.993	0	2.1.1.3.2.1.1	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189338	Qomet ed-Deir	Lebanon	WesternAsia	Lebanon_Roman	33.56	35.4	Haber_AJHG_2019	1,713	1,561	1,637	direct	XX			1.44	0.995	0	2.1.1.4.1.2	Levant_1600BP_700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189333	Qomet ed-Deir	Lebanon	WesternAsia	Lebanon_Roman	33.56	35.4	Haber_AJHG_2019	1,706	1,550	1,628	direct	XY	T1a	T1a1a1b2	1.26	0.995	0	2.1.1.4.1.2	Levant_1600BP_700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189339	Qomet ed-Deir	Lebanon	WesternAsia	Lebanon_Roman	33.56	35.4	Haber_AJHG_2019	1,750	1,300	1,525	context	XX			2.70	0.996	0	2.1.1.4.1.3	Levant_1600BP_700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189342	Qomet ed-Deir	Lebanon	WesternAsia	Lebanon_Roman	33.56	35.4	Haber_AJHG_2019	1,750	1,300	1,525	context	XX			0.32	0.990	0	2.1.1.4.1.4	Levant_1600BP_700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189335	Qomet ed-Deir	Lebanon	WesternAsia	Lebanon_Roman	33.56	35.4	Haber_AJHG_2019	1,524	1,318	1,421	direct	XX			0.82	0.994	0	2.1.1.4.1.1	Levant_1600BP_700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189343	Sidon	Lebanon	WesternAsia	Lebanon_Medieval	33.56	35.4	Haber_AJHG_2019	925	796	861	direct	XY	R1b	R1b1a1b1a1a2c	4.07	0.997	0	2.1.2.1.2.2.1.1	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189348	Sidon	Lebanon	WesternAsia	Lebanon_Medieval	33.56	35.4	Haber_AJHG_2019	950	650	800	context	XY	J2a	J2a1a1a2b2	0.43	0.991	0	2.1.1.3.1.1.4	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189349	Sidon	Lebanon	WesternAsia	Lebanon_Medieval	33.56	35.4	Haber_AJHG_2019	950	650	800	context	XY	E1b	E1b1b1a1b2	0.52	0.991	0	2.1.1.4.2	Levant_1600BP_700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189351	Sidon	Lebanon	WesternAsia	Lebanon_Medieval	33.56	35.4	Haber_AJHG_2019	950	650	800	context	XY	R1b	R1b1a1b1a1	0.37	0.991	0	2.1.2.2.1.2.1	Europe_4000BP_2000BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189357	Sidon	Lebanon	WesternAsia	Lebanon_Medieval	33.56	35.4	Haber_AJHG_2019	950	650	800	context	XY	R1b	R1b1a1b1a1	0.40	0.990	0	1.2.1.2.2.1.2.1	Europe_4500BP_2000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
ERS3189353	Sidon	Lebanon	WesternAsia	Lebanon_Medieval	33.56	35.4	Haber_AJHG_2019	892	669	781	direct	XY	T1a	T1a2	0.63	0.993	0	2.1.1.3.2.1.3	LevantEuropeS_4700BP_1700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189352	Sidon	Lebanon	WesternAsia	Lebanon_Medieval	33.56	35.4	Haber_AJHG_2019	763	684	724	direct	XY	R1b	R1b1a1b1a1	2.92	0.997	0	2.1.2.1.1.1.3	Europe_3000BP_300BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
ERS3189350	Sidon	Lebanon	WesternAsia	Lebanon_Medieval	33.56	35.4	Haber_AJHG_2019	759	667	713	direct	XY	R1b	R1b1a1b1a1	0.60	0.993	0	1.2.1.1.3.2	EuropeNW_4000BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
ERS3189355	Sidon	Lebanon	WesternAsia	Lebanon_Medieval	33.56	35.4	Haber_AJHG_2019	731	672	702	direct	XY	Q1b	Q1b2	3.56	0.995	0	2.1.1.4.2	Levant_1600BP_700BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
Klei10	Kleitos	Greece	SouthernEurope	Greece_Neolithic	40.26	21.74	Hofmanova_PNAS_2016	6,180	5,945	6,063	direct	XY	G2a	G2a2a	2.05	0.995	0	2.3.2.2	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
Pal7	Paliambela	Greece	SouthernEurope	Greece_Neolithic	40.51	22.5	Hofmanova_PNAS_2016	6,402	6,300	6,351	direct	XX			1.27	0.992	0	2.3.1.1.6	EuropeCE_7000BP_5500BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
Rev5	Revenia	Greece	SouthernEurope	Greece_Neolithic	40.33	22.56	Hofmanova_PNAS_2016	8,388	8,214	8,301	direct	XX			1.13	0.993	0	2.3.2.13	EuropeS_8000BP_6000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
Bar31	Northwest Anatolia, Marmara, Barcın	Turkey	WesternAsia	Anatolia_Neolithic	40.3	29.61	Hofmanova_PNAS_2016	8,369	8,188	8,279	direct	XY	G2a	G2a2b	3.65	0.994	0	2.3.4.1.1	Atolia_8500BP_8000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
Bar8	Northwest Anatolia, Marmara, Barcın	Turkey	WesternAsia	Anatolia_Neolithic	40.3	29.61	Hofmanova_PNAS_2016	8,162	7,980	8,071	direct	XX			7.17	0.996	0	2.3.4.1.1	Atolia_8500BP_8000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
MJ-06	Kumy, Mound 6, burial 8	Ukraine	CentralEasternEurope	Ukraine_BronzeAge_Yamnaya	49.32	35.37	Jarve_CurrentBiology_2019	4,814	4,445	4,630	direct	XX			0.16	0.985	0	1.2.3.2.1.1	EuropeNE_4800BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
MJ-09	Mamai-Gora, The central sector of the burial. Mound 162, burial 15, skeleton 2	Ukraine	CentralEasternEurope	Ukraine_BronzeAge_Catacomb	47.43	34.27	Jarve_CurrentBiology_2019	4,413	4,158	4,286	direct	XX			0.20	0.987	0	1.2.3.1.1	Steppe_5000BP_4300BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-31	Dykyi Sad hillfort	Ukraine	CentralEasternEurope	Ukraine_IronAge_Cimmerian	46.97	32	Jarve_CurrentBiology_2019	3,231	3,008	3,120	direct	XY	R1a	R1a1a1b	0.20	0.988	0	1.2.2.1.1.1.1.1	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-12	Cartal III, NW part of the burial ground, plot I, grave 101	Ukraine	CentralEasternEurope	Ukraine_IronAge_Cimmerian	45.32	28.41	Jarve_CurrentBiology_2019	2,942	2,780	2,861	direct	XX			0.26	0.989	0	2.1.2.2.2.1.2	Europe_4000BP_2000BP	EuropeWCAsia_25000BP_300BP	PostNeol_Levant_MedE
MJ-32	Bidylo I, Mound 2, burial 1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Cimmerian	49.97	35.39	Jarve_CurrentBiology_2019	2,714	2,380	2,547	direct	XY	R1a	R1a	0.27	0.991	0	3.1.1.1.2.2.1	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
MJ-08	Kumy, Mound 1, burial 2	Ukraine	CentralEasternEurope	Ukraine_IronAge_Srubnaya	49.33	35.37	Jarve_CurrentBiology_2019	2,731	2,461	2,596	direct	XX			0.12	0.984	0	1.2.2.1.1.1.1.1	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-14	Medwin, Group I, mound 22/1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	49.41	30.85	Jarve_CurrentBiology_2019	2,738	2,487	2,613	direct	XY	R1a	R1a	0.11	0.984	0	1.3.1.2.2.2	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
MJ-16	Medwin, Group I, mound 6/1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	49.41	30.85	Jarve_CurrentBiology_2019	2,706	2,363	2,535	direct	XY	J2a	J2a1a	0.26	0.990	0	1.2.2.1.1.1.2.1	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-35	Kup'evaha, Mound 25, burial 1, skeleton 1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	50.21	35.29	Jarve_CurrentBiology_2019	2,701	2,358	2,530	direct	XY	Q1b	Q1b1	0.14	0.985	0	1.2.2.1.1.1.1.5	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-13	Kup'evaha, Mound 25, burial 1, skeleton 3	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	50.21	35.29	Jarve_CurrentBiology_2019	2,700	2,355	2,528	direct	XX			0.23	0.989	0	1.3.1.2.2.4	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
MJ-34	Kolomak hillfort, ‚Ññ1842, pit 68, excavation IV	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	49.86	35.28	Jarve_CurrentBiology_2019	2,330	2,153	2,242	direct	XY	R1a	R1a1a1b2	0.46	0.994	0	1.2.2.1.1.1.2.5	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-46	Mamai-Gora, The eastern sector of the burial. Object 165, burial 1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	47.43	34.27	Jarve_CurrentBiology_2019	2,313	2,133	2,223	direct	XX			0.15	0.985	0	1.2.2.1.1.1.2.1	Steppe_3000BP_1500BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-15	St Merchik, Group II, mound 1, burial 1	Ukraine	CentralEasternEurope	Ukraine_IronAge_Scythian	49.97	35.78	Jarve_CurrentBiology_2019	2,346	2,158	2,252	direct	XY	R1a	R1a	0.15	0.986	dup_MJ-32				
MJ-37	Shyshaky, Grave 112 in the central part of the burial ground	Ukraine	CentralEasternEurope	Ukraine_IronAge_Chernyakhiv	49.87	34	Jarve_CurrentBiology_2019	1,707	1,564	1,636	direct	XX			0.12	0.986	0	1.1.1.5.1.1	Europe_1900BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
MJ-19	Legedzine, Grave 20	Ukraine	CentralEasternEurope	Ukraine_IronAge_Chernyakhiv	48.8	30.51	Jarve_CurrentBiology_2019	1,688	1,420	1,554	direct	XX			0.19	0.987	0	1.3.1.2.2.2	EuropeNE_2600BP_600BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
MJ-42	Nikolaevka II, Mound 1, burial 2	Russia	CentralEasternEurope	Russia_IronAge_Scythian	53.02	61.97	Jarve_CurrentBiology_2019	2,745	2,490	2,618	direct	XY	R1a	R1a1a1b	0.48	0.992	0	3.1.1.1.3.6	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
MJ-41	Avlasovo, Mound 3, burial 2	Russia	CentralEasternEurope	Russia_IronAge_Sarmatian	53.09	58.66	Jarve_CurrentBiology_2019	2,699	2,350	2,525	direct	XX			0.47	0.995	0	1.2.2.1.2.1.6	Steppe_2500BP_1800BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-56	Perevolochan-2, Mound 4, burial 3	Russia	CentralEasternEurope	Russia_IronAge_Sarmatian	51.99	58.04	Jarve_CurrentBiology_2019	2,679	2,348	2,514	direct	XX			0.27	0.992	0	1.2.2.1.2.1.8	Steppe_2500BP_1800BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
LS-13	Novo-Muraptalovo-7, Mound 1, burial 2	Russia	CentralEasternEurope	Russia_IronAge_Sarmatian	52.47	55.78	Jarve_CurrentBiology_2019	2,434	2,183	2,309	direct	XY	R1a	R1a	0.42	0.993	0	1.2.2.1.2.1.5	Steppe_2500BP_1800BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-44	Chumarovo-1, Mound 10, burial 10	Russia	CentralEasternEurope	Russia_IronAge_Sarmatian	53.86	55.45	Jarve_CurrentBiology_2019	2,311	2,122	2,217	direct	XX			0.64	0.995	0	1.2.2.1.2.1.2	Steppe_2500BP_1800BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
MJ-43	Sibai-1, Mound 1, burial 1, skeleton 2	Russia	CentralEasternEurope	Russia_IronAge_Sarmatian	52.75	58.67	Jarve_CurrentBiology_2019	2,361	2,185	2,273	direct	XX			0.41	0.994	0	1.2.2.1.2.1.7	Steppe_2500BP_1800BP	Eurasia_5000BP_200BP	Nomad_Steppe_early
syltholm	Syltholm	Denmark	NorthernEurope	Denmark_Mesolithic	54.65	11.35	Jensen_NatureCommunications_2019	5,858	5,661	5,760	direct	XX			2.29	0.996	0	4.2.1.1.16	Denmark_10500BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
Latvia_HG1	Zvejnieki	Latvia	NorthernEurope	Latvia_Mesolithic	56.28	25.13	Jones_CurrentBiology_2017	8,417	8,199	8,308	direct	XX			1.09	0.994	0	4.2.3.2.1	Baltic_8300BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
Latvia_HG2	Zvejnieki	Latvia	NorthernEurope	Latvia_Mesolithic	56.28	25.13	Jones_CurrentBiology_2017	7,791	7,586	7,689	direct	XY	R1b	R1b1a1	3.52	0.996	0	4.2.3.2.2	Baltic_8300BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
Latvia_HG3	Zvejnieki	Latvia	NorthernEurope	Latvia_Mesolithic	56.28	25.13	Jones_CurrentBiology_2017	7,252	6,802	7,027	direct	XY	R1b	R1b1a1	0.78	0.994	0	4.2.3.2.3	Baltic_8300BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
Latvia_MN1	Zvejnieki	Latvia	NorthernEurope	Latvia_Neolithic_CCC	56.28	25.13	Jones_CurrentBiology_2017	6,201	5,926	6,064	direct	XY	R1b	R1b	0.15	0.985	0	4.2.3.2.4	Baltic_8300BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
Latvia_MN2	Zvejnieki	Latvia	NorthernEurope	Latvia_Neolithic_CCC	56.28	25.13	Jones_CurrentBiology_2017	6,179	5,750	5,965	direct	XX			1.15	0.994	0	4.1.1.1.2.1	RussiaNW_7000BP_5000BP	Europe_15000BP_4000BP	HG_EuropeE
Latvia_LN1	Zvejnieki	Latvia	NorthernEurope	Latvia_Neolithic_CWC	56.28	25.13	Jones_CurrentBiology_2017	5,039	4,626	4,833	direct	XX			0.20	0.990	0	1.2.3.2.1.1	EuropeNE_4800BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
Ukraine_N1	Vasil'evka	Ukraine	CentralEasternEurope	Ukraine_Mesolithic	47.43	35.28	Jones_CurrentBiology_2017	10,775	10,511	10,643	direct	XY	R1	R1	0.18	0.983	0	4.1.3.2.6	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
Ukraine_HG1	Vovnigi	Ukraine	CentralEasternEurope	Ukraine_Neolithic	48.13	35.08	Jones_CurrentBiology_2017	7,350	7,150	7,250	context	XY	I2a	I2a1b	0.17	0.985	0	4.1.3.2.1	Ukraine_10000BP_4000BP	Europe_15000BP_4000BP	HG_EuropeE
Bichon	Grotte du Bichon	Switzerland	WesternEurope	Switzerland_Mesolithic	47.1	6.87	Jones_NatureCommunications_2015	13,770	13,560	13,665	direct	XY	I2a	I2a1a	7.69	0.998	0	4.2.2.1.1.2	EuropeW_13500BP_8000BP	Europe_15000BP_4000BP	HG_EuropeW
KK1	Kotias Klde	Georgia	WesternAsia	Georgia_Mesolithic	42.28	43.28	Jones_NatureCommunications_2015	9,890	9,550	9,720	direct	XY	J2a	J2a	11.83	0.998	0	2.1.3.1.2.1	Caucasus_13000BP_10000BP	EuropeWCAsia_25000BP_300BP	HG_Caucasus
SATP	Satsurblia	Georgia	WesternAsia	Georgia_Mesolithic	42.38	42.59	Jones_NatureCommunications_2015	13,380	13,130	13,255	direct	XY	J1	J1	1.18	0.996	0	2.1.3.1.2.2	Caucasus_13000BP_10000BP	EuropeWCAsia_25000BP_300BP	HG_Caucasus
Funadomari_5	Funadomari shell mound, Rebun Island	Japan	EastAsia	Japan_Jomon	45.38	141.04	KanzawaKiriyama_AnthropologicalScience_2019	3,960	3,550	3,755	context	XY	D1a	D1a2a2b	3.82	0.996	0	3.1.4.2.1	Japan_3700BP_2600BP	Asia_45000BP_200BP	HG_EastAsia_Jomon
Funadomari_23	Funadomari shell mound, Rebun Island	Japan	EastAsia	Japan_Jomon	45.38	141.04	KanzawaKiriyama_AnthropologicalScience_2019	3,960	3,550	3,755	direct	XX			39.44	0.999	0	3.1.4.2.1	Japan_3700BP_2600BP	Asia_45000BP_200BP	HG_EastAsia_Jomon
ble004	Huseby Klev	Sweden	NorthernEurope	Sweden_Mesolithic	58.16	11.49	Kashuba_CommunicationsBiology_2019	10,040	9,610	9,825	context	XX			0.11	0.978	lowGpAvg				
ble007	Huseby Klev	Sweden	NorthernEurope	Sweden_Mesolithic	58.16	11.49	Kashuba_CommunicationsBiology_2019	10,040	9,610	9,825	context	XY	Q1b	Q1b	0.11	0.977	lowGpAvg				
ble008	Huseby Klev	Sweden	NorthernEurope	Sweden_Mesolithic	58.16	11.49	Kashuba_CommunicationsBiology_2019	10,040	9,610	9,825	context	XX			0.50	0.983	0	4.1.2.2.3	Norway_9300BP_4300BP	Europe_15000BP_4000BP	HG_EuropeE
Bon002	Boncuklu	Turkey	WesternAsia	Anatolia_Neolithic_Aceramic	37.75	32.86	Kilinc_CurrentBiology_2016	10,229	9,927	10,078	direct	XX			6.69	0.996	0	2.3.4.2.1	Boncuklu_10000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
Bon004	Boncuklu	Turkey	WesternAsia	Anatolia_Neolithic_Aceramic	37.75	32.86	Kilinc_CurrentBiology_2016	10,250	9,902	10,076	context	XY	G2a	G2a2b2b	0.24	0.986	0	2.3.4.2.1	Boncuklu_10000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
Bon001	Boncuklu	Turkey	WesternAsia	Anatolia_Neolithic_Aceramic	37.75	32.86	Kilinc_CurrentBiology_2016	10,162	9,902	10,032	direct	XY	G2a	G2a2b	0.16	0.982	0	2.3.4.2.2	Boncuklu_10000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
Tep002	Tepecik Ciftlik	Turkey	WesternAsia	Anatolia_Neolithic	38.17	34.49	Kilinc_CurrentBiology_2016	8,630	8,540	8,585	direct	XX			0.71	0.990	0	2.3.4.1.2	Atolia_8500BP_8000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
Tep003	Tepecik Ciftlik	Turkey	WesternAsia	Anatolia_Neolithic	38.17	34.49	Kilinc_CurrentBiology_2016	8,585	8,425	8,505	direct	XY	G2a	G2a2a	0.72	0.992	0	2.1.1.1.1.1.5	Atolia_8500BP_8000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
Tep004	Tepecik Ciftlik	Turkey	WesternAsia	Anatolia_Neolithic	38.17	34.49	Kilinc_CurrentBiology_2016	8,380	8,210	8,295	direct	XX			0.47	0.989	0	2.3.4.1.2	Atolia_8500BP_8000BP	EuropeWCAsia_25000BP_300BP	Farmer_Europe_early
